genes,coordinates
YMR170C,chrXIII:575861-576113:-
YMR171C,chrXIII:578452-578547:-
YMR173W,chrXIII:581279-581415:+
YMR174C,chrXIII:583301-583520:-
YMR175W,chrXIII:583585-584178:+
YMR176W,chrXIII:584734-584747:+
YMR177W,chrXIII:589603:+
YMR178W,chrXIII:591537-591578:+
YMR179W,chrXIII:592880-592908:+
YMR180C,chrXIII:596340-596365:-
YMR181C,chrXIII:597300-597438:-
YMR182C,chrXIII:598341-598422:-
YMR183C,chrXIII:600956-601004:-
YMR184W,chrXIII:601200-601293:+
YMR185W,chrXIII:602055-602108:+
YMR186W,chrXIII:605345-605439:+
YMR187C,chrXIII:609065-609156:-
YMR188C,chrXIII:610096-610201:-
YMR189W,chrXIII:610399-610586:+
YMR190C,chrXIII:618485-618530:-
YMR191W,chrXIII:618705-618745:+
YMR192W,chrXIII:620104-620187:+
YML103C,chrXIII:62134-62164:-
YMR193W,chrXIII:623036-623125:+
YMR194W,chrXIII:624199-624255:+
YMR194C-B,chrXIII:625953-626120:-
YMR195W,chrXIII:627009-627124:+
YMR196W,chrXIII:628031-628167:+
YML102W,chrXIII:62838-62874:+
YMR197C,chrXIII:632293-632348:-
YMR198W,chrXIII:632539-632587:+
YMR199W,chrXIII:635501-635544:+
YMR200W,chrXIII:637663-637775:+
YMR201C,chrXIII:640266-640330:-
YMR202W,chrXIII:640537-640611:+
YMR203W,chrXIII:641475-641534:+
YMR204C,chrXIII:644396-644436:-
YML101C,chrXIII:64634-64750:-
YMR205C,chrXIII:647832-647986:-
YMR206W,chrXIII:648736-648993:+
YML100W,chrXIII:65139-65186:+
YMR208W,chrXIII:657448-657525:+
YMR209C,chrXIII:660330-660393:-
YMR210W,chrXIII:660516-660566:+
YMR211W,chrXIII:662098-662138:+
YMR212C,chrXIII:666197-666268:-
YMR213W,chrXIII:666360-666423:+
YMR214W,chrXIII:668377-668400:+
YMR215W,chrXIII:669740-669847:+
YMR216C,chrXIII:674213-674289:-
YMR217W,chrXIII:674711-674803:+
YMR218C,chrXIII:679922-679977:-
YMR220W,chrXIII:685289-685358:+
YMR221C,chrXIII:688479-688517:-
YMR222C,chrXIII:689346-689399:-
YMR223W,chrXIII:689517-689545:+
YMR224C,chrXIII:693689-693736:-
YMR225C,chrXIII:694437-694469:-
YMR226C,chrXIII:695423-695500:-
YMR227C,chrXIII:697437-697499:-
YMR228W,chrXIII:697621-697653:+
YMR229C,chrXIII:704261-704264:-
YMR231W,chrXIII:706510-706560:+
YMR233W,chrXIII:712163-712212:+
YMR234W,chrXIII:713174-713241:+
YMR235C,chrXIII:715793-715826:-
YML099C,chrXIII:71592-71659:-
YMR236W,chrXIII:715970-716007:+
YMR237W,chrXIII:716677-716760:+
YML098W,chrXIII:71786-71861:+
YMR238W,chrXIII:719227-719462:+
YMR239C,chrXIII:722763-722791:-
YMR240C,chrXIII:724310-724361:-
YMR241W,chrXIII:724749-724970:+
YMR243C,chrXIII:729260-729371:-
YMR244C-A,chrXIII:731796-731969:-
YMR246W,chrXIII:732418-732826:+
YMR247C,chrXIII:741096:-
YML097C,chrXIII:74275-74324:-
YMR250W,chrXIII:743273-743398:+
YMR251W,chrXIII:745520-745534:+
YMR251W-A,chrXIII:747324-747582:+
YMR252C,chrXIII:748313-748449:-
YMR253C,chrXIII:749759-749903:-
YMR255W,chrXIII:750543-750689:+
YMR256C,chrXIII:751716-751816:-
YMR257C,chrXIII:755011-755056:-
YMR258C,chrXIII:756920-757003:-
YMR259C,chrXIII:761549-761572:-
YMR260C,chrXIII:762469-762518:-
YMR261C,chrXIII:766082-766171:-
YMR262W,chrXIII:766300-766364:+
YMR263W,chrXIII:767470-767547:+
YMR264W,chrXIII:768367-768461:+
YMR265C,chrXIII:770538-770571:-
YMR266W,chrXIII:771074-771150:+
YMR267W,chrXIII:774302-774358:+
YML093W,chrXIII:77645-77660:+
YMR268C,chrXIII:776900-776952:-
YMR269W,chrXIII:777059-777080:+
YML130C,chrXIII:7780-7885:-
YMR270C,chrXIII:779178-779230:-
YMR271C,chrXIII:780203-780295:-
YMR272C,chrXIII:783073-783098:-
YMR273C,chrXIII:786441-786476:-
YMR274C,chrXIII:787589-787676:-
YMR275C,chrXIII:790889-790915:-
YMR276W,chrXIII:791025-791133:+
YMR277W,chrXIII:792400-792464:+
YMR278W,chrXIII:794953-795015:+
YMR280C,chrXIII:803593-803687:-
YMR281W,chrXIII:804472-804588:+
YMR282C,chrXIII:807369-807407:-
YMR283C,chrXIII:809190-809277:-
YMR284W,chrXIII:810356-810412:+
YML092C,chrXIII:81269-81451:-
YMR285C,chrXIII:813936-814013:-
YMR286W,chrXIII:814137-814191:+
YMR287C,chrXIII:817634-817673:-
YMR288W,chrXIII:817772-817824:+
YMR289W,chrXIII:820872-820968:+
YMR290C,chrXIII:823866-823889:-
YMR291W,chrXIII:824731-824825:+
YMR292W,chrXIII:827010-827026:+
YMR293C,chrXIII:829044-829081:-
YMR294W,chrXIII:829178-829239:+
YMR295C,chrXIII:831144-831300:-
YMR296C,chrXIII:833242-833362:-
YMR297W,chrXIII:834047-834228:+
YMR298W,chrXIII:836006-836073:+
YMR299C,chrXIII:837554-837667:-
YMR300C,chrXIII:839364-839618:-
YMR301C,chrXIII:841911-841943:-
YMR302C,chrXIII:844866-844949:-
YMR303C,chrXIII:846229-846673:-
YMR304W,chrXIII:847173-847244:+
YMR305C,chrXIII:852534-852683:-
YMR306W,chrXIII:853349-853440:+
YML091C,chrXIII:85552-85615:-
YMR307W,chrXIII:859133-859262:+
YMR308C,chrXIII:864625-864661:-
YML088W,chrXIII:86740-86791:+
YMR309C,chrXIII:867740-867765:-
YMR310C,chrXIII:868963-868999:-
YMR311C,chrXIII:869861-869933:-
YMR312W,chrXIII:870607-870650:+
YMR313C,chrXIII:873564-873622:-
YMR314W,chrXIII:873853-873940:+
YMR315W,chrXIII:874932-875046:+
YMR316W,chrXIII:876967-877021:+
YMR318C,chrXIII:884412-884525:-
YMR319C,chrXIII:886839-886975:-
YML087C,chrXIII:89950-90030:-
YIR042C,chrXIII:912946-913190:-
YML086C,chrXIII:92051-92126:-
YML129C,chrXIII:9291-9377:-
YML082W,chrXIII:96371-96435:+
YML081C-A,chrXIII:98733-98823:-
YML081W,chrXIII:99201-99245:+
YNL283C,chrXIV:109783-109954:-
YNL282W,chrXIV:110373-110406:+
YNL281W,chrXIV:111110-111207:+
YNL280C,chrXIV:113175-113363:-
YNL278W,chrXIV:115821-115936:+
YNL277W,chrXIV:119928-119994:+
YNL275W,chrXIV:122364-122572:+
YNL274C,chrXIV:125511-125598:-
YNL273W,chrXIV:126137-126152:+
YNL272C,chrXIV:132472-132538:-
YNL271C,chrXIV:138949-139023:-
YNL268W,chrXIV:141801-141866:+
YNL267W,chrXIV:144073-144134:+
YNL265C,chrXIV:148582-148612:-
YNL264C,chrXIV:149864-149931:-
YNL263C,chrXIV:151164-151275:-
YNL262W,chrXIV:151455-151514:+
YNL261W,chrXIV:158303-158334:+
YNL260C,chrXIV:160643-160694:-
YNL259C,chrXIV:161143-161191:-
YNL258C,chrXIV:163645-163704:-
YNL257C,chrXIV:167646-167693:-
YNL332W,chrXIV:16854-16899:+
YNL255C,chrXIV:171071-171131:-
YNL254C,chrXIV:172516-172588:-
YNL253W,chrXIV:173227-173274:+
YNL252C,chrXIV:175556-175611:-
YNL251C,chrXIV:177850-177913:-
YNL250W,chrXIV:178636-178677:+
YNL249C,chrXIV:184314:-
YNL247W,chrXIV:186112-186168:+
YNL246W,chrXIV:188692-188729:+
YNL244C,chrXIV:190772-190875:-
YNL243W,chrXIV:191243-191296:+
YNL242W,chrXIV:194444-194516:+
YNL331C,chrXIV:19656-19693:-
YNL241C,chrXIV:201226-201422:-
YNL240C,chrXIV:203250-203289:-
YNL239W,chrXIV:203671-203818:+
YNL238W,chrXIV:205394-205444:+
YNL237W,chrXIV:208380-208434:+
YNL236W,chrXIV:210144-210167:+
YNL234W,chrXIV:213432-213444:+
YNL330C,chrXIV:21371-21426:-
YNL233W,chrXIV:214962-215028:+
YNL232W,chrXIV:218102-218165:+
YNL231C,chrXIV:220341-220471:-
YNL230C,chrXIV:221979-222000:-
YNL229C,chrXIV:223617-223678:-
YNL227C,chrXIV:225702-225742:-
YNL225C,chrXIV:227740-227775:-
YNL224C,chrXIV:230402-230449:-
YNL223W,chrXIV:230554-230645:+
YNL222W,chrXIV:232297-232336:+
YNL221C,chrXIV:236980-237044:-
YNL220W,chrXIV:237565-237677:+
YNL219C,chrXIV:240986-240990:-
YNL218W,chrXIV:241454-241460:+
YNL217W,chrXIV:243550-243555:+
YNL216W,chrXIV:244781-244980:+
YNL329C,chrXIV:24706-24735:-
YNL215W,chrXIV:247593-247733:+
YNL214W,chrXIV:248834-248861:+
YNL213C,chrXIV:250405-250457:-
YNL212W,chrXIV:250620-250686:+
YNL328C,chrXIV:25346-25371:-
YNL211C,chrXIV:253570-253677:-
YNL210W,chrXIV:254096-254197:+
YNL209W,chrXIV:255195-255285:+
YNL208W,chrXIV:257522-257698:+
YNL207W,chrXIV:258485-258538:+
YNL327W,chrXIV:26053-26085:+
YNL206C,chrXIV:261361-261473:-
YNL204C,chrXIV:262560-262624:-
YNL202W,chrXIV:262751-262862:+
YNL201C,chrXIV:266727-266785:-
YNL200C,chrXIV:267751-267910:-
YNL199C,chrXIV:269868-269981:-
YNL197C,chrXIV:273196-273236:-
YNL196C,chrXIV:274428-274520:-
YNL194C,chrXIV:276779-277044:-
YNL193W,chrXIV:277536-277676:+
YNL192W,chrXIV:279584-279749:+
YNL191W,chrXIV:283597-283682:+
YNL190W,chrXIV:285631-285639:+
YNL189W,chrXIV:287278-287357:+
YNL188W,chrXIV:289468-289517:+
YNL187W,chrXIV:291025-291075:+
YNL186W,chrXIV:292522-292681:+
YNL185C,chrXIV:295985-296026:-
YNL183C,chrXIV:298777-298964:-
YNL182C,chrXIV:300916-300934:-
YNL181W,chrXIV:301473-301549:+
YNL180C,chrXIV:303848-304159:-
YNL326C,chrXIV:30397-30468:-
YNL178W,chrXIV:305771-305899:+
YNL177C,chrXIV:307870-307899:-
YNL176C,chrXIV:310340-310395:-
YNL173C,chrXIV:313291-313413:-
YNL172W,chrXIV:313703-313756:+
YNL169C,chrXIV:320933-321022:-
YNL168C,chrXIV:322027-322108:-
YNL167C,chrXIV:324891-324967:-
YNL166C,chrXIV:326793-326825:-
YNL165W,chrXIV:326963-327043:+
YNL164C,chrXIV:329672-329729:-
YNL163C,chrXIV:333331-333391:-
YNL162W-A,chrXIV:333519-333535:+
YNL325C,chrXIV:33442-33473:-
YNL162W,chrXIV:334490-334551:+
YNL161W,chrXIV:335599-335692:+
YNL323W,chrXIV:33921-33983:+
YNL160W,chrXIV:339667-339755:+
YNL159C,chrXIV:342561-342619:-
YNL158W,chrXIV:342772-342805:+
YNL157W,chrXIV:343483-343568:+
YNL156C,chrXIV:345309-345417:-
YNL155W,chrXIV:345565-345650:+
YNL154C,chrXIV:348672-348730:-
YNL153C,chrXIV:349293-349328:-
YNL152W,chrXIV:349500-349523:+
YNL151C,chrXIV:351752-351816:-
YNL149C,chrXIV:352954-353078:-
YNL148C,chrXIV:353861-353965:-
YNL147W,chrXIV:354054-354131:+
YNL146W,chrXIV:354790-354872:+
YNL144C,chrXIV:358324-358379:-
YNL142W,chrXIV:360512-360734:+
YNL141W,chrXIV:362742-362786:+
YNL322C,chrXIV:36288-36370:-
YNL321W,chrXIV:36721-36755:+
YNL139C,chrXIV:368981-369039:-
YNL138W,chrXIV:369892-369948:+
YNL137C,chrXIV:373321-373368:-
YNL136W,chrXIV:373507-373602:+
YNL135C,chrXIV:375434-375493:-
YNL134C,chrXIV:376822-376921:-
YNL133C,chrXIV:377913-377932:-
YNL132W,chrXIV:378433-378445:+
YNL131W,chrXIV:381893-382000:+
YNL130C,chrXIV:384035-384125:-
YNL129W,chrXIV:384542-384679:+
YNL128W,chrXIV:385473-385530:+
YNL127W,chrXIV:387061-387115:+
YNL126W,chrXIV:390359-390376:+
YNL125C,chrXIV:395502-395597:-
YNL320W,chrXIV:39640-39778:+
YNL123W,chrXIV:397840-397869:+
YNL121C,chrXIV:403729-403809:-
YNL119W,chrXIV:404163-404238:+
YNL118C,chrXIV:408783-408843:-
YNL117W,chrXIV:409479-409972:+
YNL116W,chrXIV:411482-411550:+
YNL115C,chrXIV:415224-415357:-
YNL113W,chrXIV:415908-415969:+
YNL112W,chrXIV:416734-416810:+
YNL111C,chrXIV:420506-420744:-
YNL110C,chrXIV:421708-421791:-
YNL108C,chrXIV:423040-423094:-
YNL107W,chrXIV:423227-423299:+
YNL318C,chrXIV:42473-42501:-
YNL317W,chrXIV:42627-42679:+
YNL106C,chrXIV:427746-427810:-
YNL104C,chrXIV:429892-430152:-
YNL103W,chrXIV:430873-430885:+
YNL101W,chrXIV:438007-438141:+
YNL100W,chrXIV:440773-440839:+
YNL099C,chrXIV:442500-442575:-
YNL098C,chrXIV:443791-443895:-
YNL097C,chrXIV:445568-445719:-
YNL096C,chrXIV:447526-447605:-
YNL095C,chrXIV:450204-450289:-
YNL094W,chrXIV:450451-450552:+
YNL316C,chrXIV:45169-45204:-
YNL093W,chrXIV:452935-453067:+
YNL092W,chrXIV:453985-454063:+
YNL091W,chrXIV:455446-455524:+
YNL090W,chrXIV:459593-459651:+
YNL088W,chrXIV:460802-460884:+
YNL315C,chrXIV:46309-46361:-
YNL314W,chrXIV:46447-46500:+
YNL087W,chrXIV:465460-465518:+
YNL086W,chrXIV:469430-469469:+
YNL085W,chrXIV:470014-470091:+
YNL084C,chrXIV:474255-474330:-
YNL083W,chrXIV:474457-474509:+
YNL082W,chrXIV:476418-476472:+
YNL081C,chrXIV:479767-479815:-
YNL080C,chrXIV:481140-481166:-
YNL079C,chrXIV:482291-482366:-
YNL078W,chrXIV:482855-482895:+
YNL077W,chrXIV:484327-484480:+
YNL076W,chrXIV:486444-486566:+
YNL075W,chrXIV:488673-488723:+
YNL074C,chrXIV:491302-491389:-
YNL073W,chrXIV:491503-491548:+
YNL072W,chrXIV:493431-493459:+
YNL071W,chrXIV:494604-494678:+
YNL070W,chrXIV:496439-496505:+
YNL313C,chrXIV:50109-50117:-
YNL068C,chrXIV:501455-501468:-
YNL067W,chrXIV:502742-502823:+
YNL312W,chrXIV:50292-50311:+
YNL064C,chrXIV:510268-510324:-
YNL063W,chrXIV:510908-510961:+
YNL062C,chrXIV:513405-513458:-
YNL061W,chrXIV:513659-513684:+
YNL059C,chrXIV:518109-518153:-
YNL058C,chrXIV:519883-519952:-
YNL056W,chrXIV:520300-520395:+
YNL055C,chrXIV:522012-522105:-
YNL054W,chrXIV:523284-523329:+
YNL053W,chrXIV:527081-527122:+
YNL052W,chrXIV:528972-529014:+
YNL051W,chrXIV:529891-529965:+
YNL050C,chrXIV:532310-532334:-
YNL049C,chrXIV:535208-535276:-
YNL048W,chrXIV:535432-535455:+
YNL311C,chrXIV:53744-53774:-
YNL047C,chrXIV:539152-539207:-
YNL046W,chrXIV:539554-539621:+
YNL045W,chrXIV:540214-540308:+
YNL044W,chrXIV:542462-542536:+
YNL042W,chrXIV:544960:+
YNL309W,chrXIV:54640-54705:+
YNL041C,chrXIV:548953-549023:-
YNL040W,chrXIV:550253-550337:+
YNL039W,chrXIV:551912-552006:+
YNL038W,chrXIV:553938-553978:+
YNL037C,chrXIV:555870-556153:-
YNL036W,chrXIV:556662-556890:+
YNL035C,chrXIV:572603-572666:-
YNL308C,chrXIV:57956-57990:-
YNL020C,chrXIV:582788-582890:+
YNL021W,chrXIV:587287-587398:-
YNL022C,chrXIV:587530-587567:+
YNL023C,chrXIV:589235-589262:+
YNL025C,chrXIV:595058-595144:+
YNL307C,chrXIV:59647-59814:-
YNL026W,chrXIV:598530-598597:-
YNL027W,chrXIV:600951-601007:-
YNL306W,chrXIV:60131-60194:+
YNL031C,chrXIV:604269-604448:+
YNL032W,chrXIV:606059-606118:-
YNL016W,chrXIV:610951-611092:+
YNL015W,chrXIV:613466-613597:+
YNL014W,chrXIV:614374-614500:+
YNL012W,chrXIV:617822-617921:+
YNL305C,chrXIV:61840-61911:-
YNL011C,chrXIV:621416-621441:-
YNL010W,chrXIV:621795-621840:+
YNL304W,chrXIV:62289-62351:+
YNL009W,chrXIV:623007-623058:+
YNL008C,chrXIV:626455-626530:-
YNL007C,chrXIV:627900-628002:-
YNL006W,chrXIV:628244-628412:+
YNL005C,chrXIV:630686-630757:-
YNL004W,chrXIV:631116-631147:+
YNL003C,chrXIV:634081-634165:-
YNL002C,chrXIV:635426-635435:-
YNL001W,chrXIV:635624-635706:+
YNR001C,chrXIV:639332-639564:-
YNR002C,chrXIV:642664-642858:-
YNR003C,chrXIV:644118-644166:-
YNR004W,chrXIV:644727-644759:+
YNR006W,chrXIV:645707-645804:+
YNR007C,chrXIV:648950-649048:-
YNR008W,chrXIV:649129-649195:+
YNR009W,chrXIV:651338-651494:+
YNR010W,chrXIV:652460-652623:+
YNR011C,chrXIV:655767-655788:-
YNR012W,chrXIV:656156-656272:+
YNR013C,chrXIV:660557-660625:-
YNR014W,chrXIV:661223-661265:+
YNR015W,chrXIV:662126-662199:+
YNL301C,chrXIV:66638-66711:-
YNR016C,chrXIV:670436-670802:-
YNR017W,chrXIV:671475-671560:+
YNR018W,chrXIV:673004-673094:+
YNR019W,chrXIV:674085-674186:+
YNL300W,chrXIV:67680-67822:+
YNR020C,chrXIV:676924-676958:-
YNR021W,chrXIV:677130-677170:+
YNR022C,chrXIV:679017-679045:-
YNR023W,chrXIV:679147-679204:+
YNR024W,chrXIV:681162-681209:+
YNR026C,chrXIV:683508-683571:-
YNR027W,chrXIV:683666-683728:+
YNL299W,chrXIV:68486:+
YNR028W,chrXIV:684902-684967:+
YNR029C,chrXIV:687292-687364:-
YNR030W,chrXIV:687503-687577:+
YNR031C,chrXIV:694505-694549:-
YNR032W,chrXIV:694664-694779:+
YNR032C-A,chrXIV:696265-696342:-
YNR033W,chrXIV:696436:+
YNR034W,chrXIV:698997-699062:+
YNR034W-A,chrXIV:701294-701394:+
YNR035C,chrXIV:702849-702925:-
YNR036C,chrXIV:703622-703720:-
YNR037C,chrXIV:704128-704189:-
YNR038W,chrXIV:704371-704396:+
YNL298W,chrXIV:70758-70845:+
YNR039C,chrXIV:708237-708291:-
YNR040W,chrXIV:708467-708505:+
YNR041C,chrXIV:710470-710521:-
YNR043W,chrXIV:710639-710700:+
YNR045W,chrXIV:714833-714902:+
YNR046W,chrXIV:716495-716552:+
YNR047W,chrXIV:717219-717287:+
YNR048W,chrXIV:720321-720401:+
YNR049C,chrXIV:722424-722497:-
YNR050C,chrXIV:724180-724278:-
YNR052C,chrXIV:729476-729572:-
YNR053C,chrXIV:731940-731964:-
YNR054C,chrXIV:733125-733142:-
YNR058W,chrXIV:742092-742106:+
YNR057C,chrXIV:742189-742214:-
YNR059W,chrXIV:744807-744857:+
YNR061C,chrXIV:751665-751742:-
YNR064C,chrXIV:758114-758208:-
YNR069C,chrXIV:770814-770986:-
YNL297C,chrXIV:78666-78696:-
YNR074C,chrXIV:786845-786988:-
YNR075W,chrXIV:787986-788010:+
YNL295W,chrXIV:78835-78912:+
YNL294C,chrXIV:82483-82515:-
YNL293W,chrXIV:82613-82715:+
YNL292W,chrXIV:84826-84863:+
YNL291C,chrXIV:88067-88096:-
YNL290W,chrXIV:88240-88276:+
YNL289W,chrXIV:89859-89974:+
YNL288W,chrXIV:92193-92236:+
YNL287W,chrXIV:93819-93863:+
YOR372C,chrXV:1001096-1001148:-
YOR373W,chrXV:1001334-1001360:+
YOR374W,chrXV:1004342-1004419:+
YOR375C,chrXV:1007605-1007718:-
YOR380W,chrXV:1015591-1015613:+
YOL105C,chrXV:102188-102275:-
YOR385W,chrXV:1029223-1029264:+
YOR386W,chrXV:1031013-1031068:+
YOR387C,chrXV:1034560-1034581:-
YOL104C,chrXV:103588-103678:-
YOR388C,chrXV:1037204-1037250:-
YOR389W,chrXV:1038199-1038202:+
YOL103W,chrXV:104014-104129:+
YOL102C,chrXV:106936-106971:-
YOL101C,chrXV:108134-108266:-
YOL100W,chrXV:109225-109285:+
YOL098C,chrXV:116142-116205:-
YOL097C,chrXV:118061-118123:-
YOL096C,chrXV:119321-119362:-
YOL095C,chrXV:121622-121635:-
YOL094C,chrXV:122823-122910:-
YOL093W,chrXV:123000-123056:+
YOL092W,chrXV:124416-124437:+
YOL091W,chrXV:125521-125582:+
YOL090W,chrXV:127557-127610:+
YOL089C,chrXV:133769-133795:-
YOL088C,chrXV:134985-135090:-
YOL087C,chrXV:139144-139245:-
YOL086W-A,chrXV:139353-139411:+
YOL086C,chrXV:140850-140984:-
YOL084W,chrXV:142356-142564:+
YOL083W,chrXV:145763-145899:+
YOL082W,chrXV:148851-148981:+
YOL081W,chrXV:150998-151185:+
YOL080C,chrXV:161699-161742:-
YOL078W,chrXV:161856-161907:+
YOL077W-A,chrXV:165624-165718:+
YOL077C,chrXV:166970-167043:-
YOL076W,chrXV:167229-167301:+
YOL075C,chrXV:173806-173887:-
YOL073C,chrXV:175035-175078:-
YOL072W,chrXV:175182-175194:+
YOL071W,chrXV:176740-176798:+
YOL070C,chrXV:178962-179034:-
YOL069W,chrXV:179136-179191:+
YOL067C,chrXV:182772-182827:-
YOL066C,chrXV:184750:-
YOL065C,chrXV:186151-186224:-
YOL064C,chrXV:187439-187522:-
YOL063C,chrXV:190575-190611:-
YOL062C,chrXV:192252-192280:-
YOL061W,chrXV:192428-192498:+
YOL060C,chrXV:196404-196504:-
YOL059W,chrXV:197357-197456:+
YOL058W,chrXV:199412-199512:+
YOL057W,chrXV:200935-201057:+
YOL056W,chrXV:203455-203523:+
YOL154W,chrXV:20432-20446:+
YOL055C,chrXV:206384-206500:-
YOL054W,chrXV:209215-209298:+
YOL052C-A,chrXV:212168-212654:-
YOL052C,chrXV:214372-214475:-
YOL051W,chrXV:215466-215495:+
YOL049W,chrXV:219194-219249:+
YOL048C,chrXV:221960-222071:-
YOL045W,chrXV:223912-223959:+
YOL044W,chrXV:227729-227792:+
YOL043C,chrXV:230209-230319:-
YOL042W,chrXV:230404-230422:+
YOL041C,chrXV:233318-233371:-
YOL040C,chrXV:234247-234342:-
YOL039W,chrXV:234801-234934:+
YOL038W,chrXV:235904-235992:+
YOL036W,chrXV:237095-237103:+
YOL034W,chrXV:240523-240540:+
YOL033W,chrXV:244055-244064:+
YOL032W,chrXV:245957-246066:+
YOL031C,chrXV:248181-248273:-
YOL030W,chrXV:248727-248830:+
YOL027C,chrXV:254407-254481:-
YOL026C,chrXV:255007-255079:-
YOL025W,chrXV:255554-255589:+
YOL022C,chrXV:262188-262232:-
YOL152W,chrXV:26562-26647:+
YOL021C,chrXV:266113-266163:-
YOL020W,chrXV:266668-266735:+
YOL019W,chrXV:269427-269538:+
YOL018C,chrXV:272763-272829:-
YOL017W,chrXV:273085-273177:+
YOL016C,chrXV:276810-276923:-
YOL013C,chrXV:283714-283848:-
YOL012C,chrXV:284740-284784:-
YOL010W,chrXV:288545-288555:+
YOL009C,chrXV:290798-290851:-
YOL008W,chrXV:290930-290992:+
YOL007C,chrXV:293083-293207:-
YOL151W,chrXV:29462-29543:+
YOL006C,chrXV:296124-296214:-
YOL005C,chrXV:296851-296906:-
YOL004W,chrXV:297319-297417:+
YOL003C,chrXV:303628-303682:-
YOL002C,chrXV:304922-305118:-
YOL001W,chrXV:305443-305554:+
YOL149W,chrXV:30718-30788:+
YOR001W,chrXV:307392-307428:+
YOR002W,chrXV:309913-310015:+
YOR003W,chrXV:311984-312056:+
YOR004W,chrXV:314148-314156:+
YOR005C,chrXV:317967-318045:-
YOR006C,chrXV:319240-319296:-
YOR007C,chrXV:320578-320677:-
YOR008C,chrXV:323176-323283:-
YOL148C,chrXV:33410-33475:-
YOR012W,chrXV:337386-337438:+
YOR014W,chrXV:338316-338386:+
YOR016C,chrXV:342018-342149:-
YOR017W,chrXV:342258-342297:+
YOL147C,chrXV:34475-34548:-
YOR018W,chrXV:345167-345258:+
YOR019W,chrXV:349005-349012:+
YOR020C,chrXV:351740-351865:-
YOR020W-A,chrXV:352548-352606:+
YOR021C,chrXV:354383-354448:-
YOR022C,chrXV:356761-356813:-
YOR023C,chrXV:358643-358810:-
YOR025W,chrXV:359060-359138:+
YOR026W,chrXV:360631-360741:+
YOR027W,chrXV:361874-361969:+
YOR028C,chrXV:365356-365549:-
YOR030W,chrXV:367747-367806:+
YOR032C,chrXV:372343-372350:-
YOR033C,chrXV:375698-375718:-
YOR034C,chrXV:378291-378413:-
YOR035C,chrXV:381151-381195:-
YOR036W,chrXV:381340-381430:+
YOR038C,chrXV:386471-386521:-
YOR039W,chrXV:386627-386710:+
YOR040W,chrXV:388035-388145:+
YOL144W,chrXV:38873-38908:+
YOR042W,chrXV:389401-389488:+
YOR043W,chrXV:391469-391546:+
YOR044W,chrXV:393756-393825:+
YOR045W,chrXV:394836-394879:+
YOR046C,chrXV:396970-397003:-
YOR048C,chrXV:402719-402771:-
YOR049C,chrXV:404953-405046:-
YOR051C,chrXV:407153-407223:-
YOR052C,chrXV:408366-408485:-
YOL143C,chrXV:40946-41006:-
YOR054C,chrXV:410897-411066:-
YOR056C,chrXV:412719-412792:-
YOR057W,chrXV:413133-413218:+
YOL142W,chrXV:41334-41375:+
YOR058C,chrXV:417513-417536:-
YOR059C,chrXV:421304-421373:-
YOR060C,chrXV:422224-422264:-
YOR061W,chrXV:422415-422504:+
YOR062C,chrXV:424609-424624:-
YOR063W,chrXV:425622-425770:+
YOR064C,chrXV:427775-427864:-
YOR065W,chrXV:428110-428329:+
YOR066W,chrXV:430363-430450:+
YOR067C,chrXV:434539-434569:-
YOR069W,chrXV:434711-434752:+
YOR070C,chrXV:438893-438949:-
YOL140W,chrXV:44511-44648:+
YOR073W,chrXV:446419-446483:+
YOR074C,chrXV:449328-449410:-
YOR075W,chrXV:449915-449964:+
YOR076C,chrXV:453363-453397:-
YOR077W,chrXV:453562-453635:+
YOR078W,chrXV:454379-454452:+
YOR079C,chrXV:456166-456230:-
YOR081C,chrXV:460951-461002:-
YOR083W,chrXV:461161-461241:+
YOR084W,chrXV:462286-462320:+
YOR085W,chrXV:463702-463740:+
YOL139C,chrXV:46864-46926:-
YOR086C,chrXV:468699-468715:-
YOR087W,chrXV:469347-469404:+
YOR089C,chrXV:472581-472698:-
YOR090C,chrXV:474631-474739:-
YOR091W,chrXV:475115-475164:+
YOR092W,chrXV:476791-476853:+
YOR093C,chrXV:484227-484250:-
YOR094W,chrXV:484443-484507:+
YOR095C,chrXV:486145-486177:-
YOR096W,chrXV:487435-487543:+
YOR097C,chrXV:489282-489395:-
YOR098C,chrXV:492974-493042:-
YOR099W,chrXV:493378-493547:+
YOR100C,chrXV:495987-496180:-
YOR101W,chrXV:496883-496943:+
YOR103C,chrXV:498611-498683:-
YOR104W,chrXV:499350-499433:+
YOR106W,chrXV:500785-500827:+
YOR107W,chrXV:502906-502951:+
YOR108W,chrXV:504634-504762:+
YOR109W,chrXV:506889-506949:+
YOR110W,chrXV:510572-510637:+
YOL138C,chrXV:51181-51228:-
YOR111W,chrXV:512133-512180:+
YOR112W,chrXV:513179-513235:+
YOL137W,chrXV:51331-51367:+
YOL159C,chrXV:5137:-
YOR113W,chrXV:515709-515774:+
YOR114W,chrXV:519117-519255:+
YOR115C,chrXV:521267-521313:-
YOR116C,chrXV:526121-526186:-
YOR117W,chrXV:526698-526780:+
YOR118W,chrXV:528365-528486:+
YOR119C,chrXV:532044-532074:-
YOR120W,chrXV:532747-532832:+
YOR122C,chrXV:534599-534687:-
YOR123C,chrXV:536342-536409:-
YOR124C,chrXV:540485-540498:-
YOR125C,chrXV:541507-541557:-
